cluster_id,sweep,phase,entropy_component,value
V14Q_g1,35,recovery,configuration_entropy,-0.0
V14Q_g1,36,recovery,configuration_entropy,-0.0
V14Q_g1,37,recovery,configuration_entropy,-0.0
V14Q_g1,38,recovery,configuration_entropy,-0.0
V14Q_g1,39,recovery,configuration_entropy,-0.0
V14Q_g1,40,recovery,configuration_entropy,-0.0
V14Q_g1,41,recovery,configuration_entropy,-0.0
V14Q_g1,42,recovery,configuration_entropy,-0.0
V14Q_g1,43,recovery,configuration_entropy,-0.0
V14Q_g1,44,recovery,configuration_entropy,-0.0
V14Q_g1,45,recovery,configuration_entropy,-0.0
V14Q_g1,1,baseline,configuration_entropy,1.700164942414579
V14Q_g1,2,baseline,configuration_entropy,1.9839957823613168
V14Q_g1,3,baseline,configuration_entropy,1.959178023202357
V14Q_g1,4,baseline,configuration_entropy,1.9769260456234168
V14Q_g1,5,baseline,configuration_entropy,1.956842654152374
V14Q_g1,6,baseline,configuration_entropy,1.3453539723263064
V14Q_g1,7,baseline,configuration_entropy,0.9106636760991916
V14Q_g1,8,baseline,configuration_entropy,0.7286359863911529
V14Q_g1,9,baseline,configuration_entropy,1.1433278038002126
V14Q_g1,10,baseline,configuration_entropy,1.2873022856612089
V14Q_g1,11,baseline,configuration_entropy,1.1774426920125436
V14Q_g1,12,baseline,configuration_entropy,0.7601789012787232
V14Q_g1,13,baseline,configuration_entropy,0.2967152565836348
V14Q_g1,14,baseline,configuration_entropy,-0.0
V14Q_g1,15,baseline,configuration_entropy,-0.0
V14Q_g1,16,disruption,configuration_entropy,-0.0
V14Q_g1,17,disruption,configuration_entropy,-0.0
V14Q_g1,18,disruption,configuration_entropy,-0.0
V14Q_g1,19,disruption,configuration_entropy,-0.0
V14Q_g1,20,disruption,configuration_entropy,-0.0
V14Q_g1,21,disruption,configuration_entropy,-0.0
V14Q_g1,22,disruption,configuration_entropy,-0.0
V14Q_g1,23,disruption,configuration_entropy,-0.0
V14Q_g1,24,disruption,configuration_entropy,-0.0
V14Q_g1,25,disruption,configuration_entropy,-0.0
V14Q_g1,26,disruption,configuration_entropy,0.1599159553146567
V14Q_g1,27,disruption,configuration_entropy,0.6345401127322172
V14Q_g1,28,disruption,configuration_entropy,0.8034179397208598
V14Q_g1,29,disruption,configuration_entropy,0.8034179397208598
V14Q_g1,30,disruption,configuration_entropy,0.8034179397208598
V14Q_g1,31,recovery,configuration_entropy,0.6615632381579821
V14Q_g1,32,recovery,configuration_entropy,0.482577565177012
V14Q_g1,33,recovery,configuration_entropy,-0.0
V14Q_g1,34,recovery,configuration_entropy,-0.0
V14Q_g1,35,recovery,configuration_entropy,-0.0
V14Q_g1,36,recovery,configuration_entropy,-0.0
V14Q_g1,37,recovery,configuration_entropy,-0.0
V14Q_g1,38,recovery,configuration_entropy,-0.0
V14Q_g1,39,recovery,configuration_entropy,-0.0
V14Q_g1,40,recovery,configuration_entropy,-0.0
V14Q_g1,41,recovery,configuration_entropy,-0.0
V14Q_g1,42,recovery,configuration_entropy,-0.0
V14Q_g1,43,recovery,configuration_entropy,-0.0
V14Q_g1,44,recovery,configuration_entropy,-0.0
V14Q_g1,45,recovery,configuration_entropy,-0.0
V14Q_g2,1,baseline,configuration_entropy,1.5110861760736112
V14Q_g2,2,baseline,configuration_entropy,1.7568280351985095
V14Q_g2,3,baseline,configuration_entropy,1.8967980267320603
V14Q_g2,4,baseline,configuration_entropy,1.925508550712867
V14Q_g2,5,baseline,configuration_entropy,1.9835419947290869
V14Q_g2,6,baseline,configuration_entropy,1.4474837582223257
V14Q_g2,7,baseline,configuration_entropy,1.020069541476312
V14Q_g2,8,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,9,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,10,baseline,configuration_entropy,0.766064073525853
V14Q_g2,11,baseline,configuration_entropy,1.1051875483022535
V14Q_g2,12,baseline,configuration_entropy,1.598758685516028
V14Q_g2,13,baseline,configuration_entropy,1.5636851150603812
V14Q_g2,14,baseline,configuration_entropy,1.430505768763714
V14Q_g2,15,baseline,configuration_entropy,1.2473404648127822
V14Q_g2,16,disruption,configuration_entropy,0.8568409950394724
V14Q_g2,17,disruption,configuration_entropy,0.4878605684657474
V14Q_g2,18,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,19,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,20,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,21,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,22,disruption,configuration_entropy,0.5881687773541907
V14Q_g2,23,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,24,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,25,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,26,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,27,disruption,configuration_entropy,0.3517104788493895
V14Q_g2,28,disruption,configuration_entropy,-0.0
V14Q_g2,29,disruption,configuration_entropy,-0.0
V14Q_g2,30,disruption,configuration_entropy,0.4003991744489694
V14Q_g2,31,recovery,configuration_entropy,0.6108643020548935
V14Q_g2,32,recovery,configuration_entropy,0.6108643020548935
V14Q_g2,33,recovery,configuration_entropy,0.6108643020548935
V14Q_g2,34,recovery,configuration_entropy,0.6108643020548935
V14Q_g2,35,recovery,configuration_entropy,0.4437922953464478
V14Q_g2,36,recovery,configuration_entropy,-0.0
V14Q_g2,37,recovery,configuration_entropy,-0.0
V14Q_g2,38,recovery,configuration_entropy,-0.0
V14Q_g2,39,recovery,configuration_entropy,-0.0
V14Q_g2,40,recovery,configuration_entropy,-0.0
V14Q_g2,41,recovery,configuration_entropy,0.3250829733914482
V14Q_g2,42,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,43,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,44,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,45,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,1,baseline,configuration_entropy,1.5110861760736112
V14Q_g2,2,baseline,configuration_entropy,1.7568280351985095
V14Q_g2,3,baseline,configuration_entropy,1.8967980267320603
V14Q_g2,4,baseline,configuration_entropy,1.925508550712867
V14Q_g2,5,baseline,configuration_entropy,1.9835419947290869
V14Q_g2,6,baseline,configuration_entropy,1.4474837582223257
V14Q_g2,7,baseline,configuration_entropy,1.020069541476312
V14Q_g2,8,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,9,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,10,baseline,configuration_entropy,0.766064073525853
V14Q_g2,11,baseline,configuration_entropy,1.1051875483022535
V14Q_g2,12,baseline,configuration_entropy,1.598758685516028
V14Q_g2,13,baseline,configuration_entropy,1.5636851150603812
V14Q_g2,14,baseline,configuration_entropy,1.430505768763714
V14Q_g2,15,baseline,configuration_entropy,1.2473404648127822
V14Q_g2,16,disruption,configuration_entropy,1.7779085307841531
V14Q_g2,17,disruption,configuration_entropy,1.7296348775396493
V14Q_g2,18,disruption,configuration_entropy,1.513941891101906
V14Q_g2,19,disruption,configuration_entropy,1.513941891101906
V14Q_g2,20,disruption,configuration_entropy,1.513941891101906
V14Q_g2,21,disruption,configuration_entropy,0.5777838380246246
V14Q_g2,22,disruption,configuration_entropy,-0.0
V14Q_g2,23,disruption,configuration_entropy,-0.0
V14Q_g2,24,disruption,configuration_entropy,-0.0
V14Q_g2,25,disruption,configuration_entropy,-0.0
V14Q_g2,26,disruption,configuration_entropy,-0.0
V14Q_g2,27,disruption,configuration_entropy,-0.0
V14Q_g2,28,disruption,configuration_entropy,-0.0
V14Q_g2,29,disruption,configuration_entropy,-0.0
V14Q_g2,30,disruption,configuration_entropy,-0.0
V14Q_g2,31,recovery,configuration_entropy,0.9383509393416803
V14Q_g2,32,recovery,configuration_entropy,0.9383509393416803
V14Q_g2,33,recovery,configuration_entropy,0.9383509393416803
V14Q_g2,34,recovery,configuration_entropy,1.2871758946603062
V14Q_g2,35,recovery,configuration_entropy,1.439859877247583
V14Q_g2,36,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,37,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,38,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,39,recovery,configuration_entropy,0.3767701612564367
V14Q_g2,40,recovery,configuration_entropy,-0.0
V14Q_g2,41,recovery,configuration_entropy,-0.0
V14Q_g2,42,recovery,configuration_entropy,-0.0
V14Q_g2,43,recovery,configuration_entropy,-0.0
V14Q_g2,44,recovery,configuration_entropy,-0.0
V14Q_g2,45,recovery,configuration_entropy,-0.0
V14Q_g2,1,baseline,configuration_entropy,1.5110861760736112
V14Q_g2,2,baseline,configuration_entropy,1.7568280351985095
V14Q_g2,3,baseline,configuration_entropy,1.8967980267320603
V14Q_g2,4,baseline,configuration_entropy,1.925508550712867
V14Q_g2,5,baseline,configuration_entropy,1.9835419947290869
V14Q_g2,6,baseline,configuration_entropy,1.4474837582223257
V14Q_g2,7,baseline,configuration_entropy,1.020069541476312
V14Q_g2,8,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,9,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,10,baseline,configuration_entropy,0.766064073525853
V14Q_g2,11,baseline,configuration_entropy,1.1051875483022535
V14Q_g2,12,baseline,configuration_entropy,1.598758685516028
V14Q_g2,13,baseline,configuration_entropy,1.5636851150603812
V14Q_g2,14,baseline,configuration_entropy,1.430505768763714
V14Q_g2,15,baseline,configuration_entropy,1.2473404648127822
V14Q_g2,16,disruption,configuration_entropy,0.8568409950394724
V14Q_g2,17,disruption,configuration_entropy,0.4227090878059908
V14Q_g2,18,disruption,configuration_entropy,-0.0
V14Q_g2,19,disruption,configuration_entropy,-0.0
V14Q_g2,20,disruption,configuration_entropy,-0.0
V14Q_g2,21,disruption,configuration_entropy,-0.0
V14Q_g2,22,disruption,configuration_entropy,-0.0
V14Q_g2,23,disruption,configuration_entropy,-0.0
V14Q_g2,24,disruption,configuration_entropy,0.4227090878059908
V14Q_g2,25,disruption,configuration_entropy,0.6969150969717417
V14Q_g2,26,disruption,configuration_entropy,0.770111010513465
V14Q_g2,27,disruption,configuration_entropy,0.770111010513465
V14Q_g2,28,disruption,configuration_entropy,0.770111010513465
V14Q_g2,29,disruption,configuration_entropy,0.5684236178218303
V14Q_g2,30,disruption,configuration_entropy,0.116906849137531
V14Q_g2,31,recovery,configuration_entropy,-0.0
V14Q_g2,32,recovery,configuration_entropy,-0.0
V14Q_g2,33,recovery,configuration_entropy,0.3250829733914482
V14Q_g2,34,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,35,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,36,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,37,recovery,configuration_entropy,0.5623351446188083
V14Q_g2,38,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,39,recovery,configuration_entropy,-0.0
V14Q_g2,40,recovery,configuration_entropy,-0.0
V14Q_g2,41,recovery,configuration_entropy,0.3250829733914482
V14Q_g2,42,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,43,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,44,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,45,recovery,configuration_entropy,0.4227090878059908
V14Q_g2,1,baseline,configuration_entropy,1.5110861760736112
V14Q_g2,2,baseline,configuration_entropy,1.7568280351985095
V14Q_g2,3,baseline,configuration_entropy,1.8967980267320603
V14Q_g2,4,baseline,configuration_entropy,1.925508550712867
V14Q_g2,5,baseline,configuration_entropy,1.9835419947290869
V14Q_g2,6,baseline,configuration_entropy,1.4474837582223257
V14Q_g2,7,baseline,configuration_entropy,1.020069541476312
V14Q_g2,8,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,9,baseline,configuration_entropy,0.6327150711697842
V14Q_g2,10,baseline,configuration_entropy,0.766064073525853
V14Q_g2,11,baseline,configuration_entropy,1.1051875483022535
V14Q_g2,12,baseline,configuration_entropy,1.598758685516028
V14Q_g2,13,baseline,configuration_entropy,1.5636851150603812
V14Q_g2,14,baseline,configuration_entropy,1.430505768763714
V14Q_g2,15,baseline,configuration_entropy,1.2473404648127822
V14Q_g2,16,disruption,configuration_entropy,0.8568409950394724
V14Q_g2,17,disruption,configuration_entropy,0.4878605684657474
V14Q_g2,18,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,19,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,20,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,21,disruption,configuration_entropy,0.5004024235381879
V14Q_g2,22,disruption,configuration_entropy,0.482577565177012
V14Q_g2,23,disruption,configuration_entropy,-0.0
V14Q_g2,24,disruption,configuration_entropy,0.4227090878059908
V14Q_g2,25,disruption,configuration_entropy,0.5881687773541907
V14Q_g2,26,disruption,configuration_entropy,0.5881687773541907
V14Q_g2,27,disruption,configuration_entropy,0.5881687773541907
V14Q_g2,28,disruption,configuration_entropy,0.5881687773541907
V14Q_g2,29,disruption,configuration_entropy,0.3767701612564367
V14Q_g2,30,disruption,configuration_entropy,-0.0
V14Q_g2,31,recovery,configuration_entropy,-0.0
V14Q_g2,32,recovery,configuration_entropy,-0.0
V14Q_g2,33,recovery,configuration_entropy,-0.0
V14Q_g2,34,recovery,configuration_entropy,-0.0
V14Q_g2,35,recovery,configuration_entropy,-0.0
V14Q_g2,36,recovery,configuration_entropy,-0.0
V14Q_g2,37,recovery,configuration_entropy,-0.0
V14Q_g2,38,recovery,configuration_entropy,-0.0
V14Q_g2,39,recovery,configuration_entropy,-0.0
V14Q_g2,40,recovery,configuration_entropy,-0.0
V14Q_g2,41,recovery,configuration_entropy,-0.0
V14Q_g2,42,recovery,configuration_entropy,-0.0
V14Q_g2,43,recovery,configuration_entropy,-0.0
V14Q_g2,44,recovery,configuration_entropy,-0.0
V14Q_g2,45,recovery,configuration_entropy,-0.0
V14Q_g3,1,baseline,configuration_entropy,2.1006789212792603
V14Q_g3,2,baseline,configuration_entropy,2.0742682602785667
V14Q_g3,3,baseline,configuration_entropy,2.126278474954819
V14Q_g3,4,baseline,configuration_entropy,2.328372552654037
V14Q_g3,5,baseline,configuration_entropy,2.315560374497428
V14Q_g3,6,baseline,configuration_entropy,1.6096908011965547
V14Q_g3,7,baseline,configuration_entropy,1.1466988489869598
V14Q_g3,8,baseline,configuration_entropy,0.6087672527412475
V14Q_g3,9,baseline,configuration_entropy,-0.0
V14Q_g3,10,baseline,configuration_entropy,-0.0
V14Q_g3,11,baseline,configuration_entropy,-0.0
V14Q_g3,12,baseline,configuration_entropy,-0.0
V14Q_g3,13,baseline,configuration_entropy,-0.0
V14Q_g3,14,baseline,configuration_entropy,-0.0
V14Q_g3,15,baseline,configuration_entropy,-0.0
V14Q_g3,16,disruption,configuration_entropy,-0.0
V14Q_g3,17,disruption,configuration_entropy,-0.0
V14Q_g3,18,disruption,configuration_entropy,-0.0
V14Q_g3,19,disruption,configuration_entropy,-0.0
V14Q_g3,20,disruption,configuration_entropy,-0.0
V14Q_g3,21,disruption,configuration_entropy,-0.0
V14Q_g3,22,disruption,configuration_entropy,-0.0
V14Q_g3,23,disruption,configuration_entropy,-0.0
V14Q_g3,24,disruption,configuration_entropy,-0.0
V14Q_g3,25,disruption,configuration_entropy,-0.0
V14Q_g3,26,disruption,configuration_entropy,-0.0
V14Q_g3,27,disruption,configuration_entropy,-0.0
V14Q_g3,28,disruption,configuration_entropy,-0.0
V14Q_g3,29,disruption,configuration_entropy,-0.0
V14Q_g3,30,disruption,configuration_entropy,-0.0
V14Q_g3,31,recovery,configuration_entropy,-0.0
V14Q_g3,32,recovery,configuration_entropy,-0.0
V14Q_g3,33,recovery,configuration_entropy,-0.0
V14Q_g3,34,recovery,configuration_entropy,-0.0
V14Q_g3,35,recovery,configuration_entropy,-0.0
V14Q_g3,36,recovery,configuration_entropy,-0.0
V14Q_g3,37,recovery,configuration_entropy,-0.0
V14Q_g3,38,recovery,configuration_entropy,-0.0
V14Q_g3,39,recovery,configuration_entropy,0.482577565177012
V14Q_g3,40,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,41,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,42,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,43,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,44,recovery,configuration_entropy,0.4227090878059908
V14Q_g3,45,recovery,configuration_entropy,-0.0
V14Q_g3,1,baseline,configuration_entropy,2.1006789212792603
V14Q_g3,2,baseline,configuration_entropy,2.0742682602785667
V14Q_g3,3,baseline,configuration_entropy,2.126278474954819
V14Q_g3,4,baseline,configuration_entropy,2.328372552654037
V14Q_g3,5,baseline,configuration_entropy,2.315560374497428
V14Q_g3,6,baseline,configuration_entropy,1.6096908011965547
V14Q_g3,7,baseline,configuration_entropy,1.1466988489869598
V14Q_g3,8,baseline,configuration_entropy,0.6087672527412475
V14Q_g3,9,baseline,configuration_entropy,-0.0
V14Q_g3,10,baseline,configuration_entropy,-0.0
V14Q_g3,11,baseline,configuration_entropy,-0.0
V14Q_g3,12,baseline,configuration_entropy,-0.0
V14Q_g3,13,baseline,configuration_entropy,-0.0
V14Q_g3,14,baseline,configuration_entropy,-0.0
V14Q_g3,15,baseline,configuration_entropy,-0.0
V14Q_g3,16,disruption,configuration_entropy,0.8909041134740833
V14Q_g3,17,disruption,configuration_entropy,0.8909041134740833
V14Q_g3,18,disruption,configuration_entropy,0.8909041134740833
V14Q_g3,19,disruption,configuration_entropy,0.8909041134740833
V14Q_g3,20,disruption,configuration_entropy,0.8909041134740833
V14Q_g3,21,disruption,configuration_entropy,-0.0
V14Q_g3,22,disruption,configuration_entropy,-0.0
V14Q_g3,23,disruption,configuration_entropy,-0.0
V14Q_g3,24,disruption,configuration_entropy,-0.0
V14Q_g3,25,disruption,configuration_entropy,-0.0
V14Q_g3,26,disruption,configuration_entropy,-0.0
V14Q_g3,27,disruption,configuration_entropy,-0.0
V14Q_g3,28,disruption,configuration_entropy,-0.0
V14Q_g3,29,disruption,configuration_entropy,-0.0
V14Q_g3,30,disruption,configuration_entropy,-0.0
V14Q_g3,31,recovery,configuration_entropy,0.9383509393416803
V14Q_g3,32,recovery,configuration_entropy,0.9383509393416803
V14Q_g3,33,recovery,configuration_entropy,0.9383509393416803
V14Q_g3,34,recovery,configuration_entropy,0.9383509393416803
V14Q_g3,35,recovery,configuration_entropy,0.9383509393416803
V14Q_g3,36,recovery,configuration_entropy,-0.0
V14Q_g3,37,recovery,configuration_entropy,-0.0
V14Q_g3,38,recovery,configuration_entropy,-0.0
V14Q_g3,39,recovery,configuration_entropy,0.482577565177012
V14Q_g3,40,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,41,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,42,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,43,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,44,recovery,configuration_entropy,0.4227090878059908
V14Q_g3,45,recovery,configuration_entropy,-0.0
V14Q_g3,1,baseline,configuration_entropy,2.1006789212792603
V14Q_g3,2,baseline,configuration_entropy,2.0742682602785667
V14Q_g3,3,baseline,configuration_entropy,2.126278474954819
V14Q_g3,4,baseline,configuration_entropy,2.328372552654037
V14Q_g3,5,baseline,configuration_entropy,2.315560374497428
V14Q_g3,6,baseline,configuration_entropy,1.6096908011965547
V14Q_g3,7,baseline,configuration_entropy,1.1466988489869598
V14Q_g3,8,baseline,configuration_entropy,0.6087672527412475
V14Q_g3,9,baseline,configuration_entropy,-0.0
V14Q_g3,10,baseline,configuration_entropy,-0.0
V14Q_g3,11,baseline,configuration_entropy,-0.0
V14Q_g3,12,baseline,configuration_entropy,-0.0
V14Q_g3,13,baseline,configuration_entropy,-0.0
V14Q_g3,14,baseline,configuration_entropy,-0.0
V14Q_g3,15,baseline,configuration_entropy,-0.0
V14Q_g3,16,disruption,configuration_entropy,-0.0
V14Q_g3,17,disruption,configuration_entropy,-0.0
V14Q_g3,18,disruption,configuration_entropy,-0.0
V14Q_g3,19,disruption,configuration_entropy,-0.0
V14Q_g3,20,disruption,configuration_entropy,0.5004024235381879
V14Q_g3,21,disruption,configuration_entropy,0.6676166603431286
V14Q_g3,22,disruption,configuration_entropy,0.6676166603431286
V14Q_g3,23,disruption,configuration_entropy,0.6676166603431286
V14Q_g3,24,disruption,configuration_entropy,0.6676166603431286
V14Q_g3,25,disruption,configuration_entropy,0.482577565177012
V14Q_g3,26,disruption,configuration_entropy,-0.0
V14Q_g3,27,disruption,configuration_entropy,-0.0
V14Q_g3,28,disruption,configuration_entropy,-0.0
V14Q_g3,29,disruption,configuration_entropy,-0.0
V14Q_g3,30,disruption,configuration_entropy,0.2967152565836348
V14Q_g3,31,recovery,configuration_entropy,0.5004024235381879
V14Q_g3,32,recovery,configuration_entropy,0.5004024235381879
V14Q_g3,33,recovery,configuration_entropy,0.5004024235381879
V14Q_g3,34,recovery,configuration_entropy,0.5004024235381879
V14Q_g3,35,recovery,configuration_entropy,0.3517104788493895
V14Q_g3,36,recovery,configuration_entropy,-0.0
V14Q_g3,37,recovery,configuration_entropy,-0.0
V14Q_g3,38,recovery,configuration_entropy,-0.0
V14Q_g3,39,recovery,configuration_entropy,-0.0
V14Q_g3,40,recovery,configuration_entropy,-0.0
V14Q_g3,41,recovery,configuration_entropy,-0.0
V14Q_g3,42,recovery,configuration_entropy,-0.0
V14Q_g3,43,recovery,configuration_entropy,-0.0
V14Q_g3,44,recovery,configuration_entropy,-0.0
V14Q_g3,45,recovery,configuration_entropy,-0.0
V14Q_g3,1,baseline,configuration_entropy,2.1006789212792603
V14Q_g3,2,baseline,configuration_entropy,2.0742682602785667
V14Q_g3,3,baseline,configuration_entropy,2.126278474954819
V14Q_g3,4,baseline,configuration_entropy,2.328372552654037
V14Q_g3,5,baseline,configuration_entropy,2.315560374497428
V14Q_g3,6,baseline,configuration_entropy,1.6096908011965547
V14Q_g3,7,baseline,configuration_entropy,1.1466988489869598
V14Q_g3,8,baseline,configuration_entropy,0.6087672527412475
V14Q_g3,9,baseline,configuration_entropy,-0.0
V14Q_g3,10,baseline,configuration_entropy,-0.0
V14Q_g3,11,baseline,configuration_entropy,-0.0
V14Q_g3,12,baseline,configuration_entropy,-0.0
V14Q_g3,13,baseline,configuration_entropy,-0.0
V14Q_g3,14,baseline,configuration_entropy,-0.0
V14Q_g3,15,baseline,configuration_entropy,-0.0
V14Q_g3,16,disruption,configuration_entropy,-0.0
V14Q_g3,17,disruption,configuration_entropy,0.0671968803626978
V14Q_g3,18,disruption,configuration_entropy,0.4003991744489694
V14Q_g3,19,disruption,configuration_entropy,0.4003991744489694
V14Q_g3,20,disruption,configuration_entropy,0.4003991744489694
V14Q_g3,21,disruption,configuration_entropy,0.4003991744489694
V14Q_g3,22,disruption,configuration_entropy,0.3767701612564367
V14Q_g3,23,disruption,configuration_entropy,-0.0
V14Q_g3,24,disruption,configuration_entropy,-0.0
V14Q_g3,25,disruption,configuration_entropy,-0.0
V14Q_g3,26,disruption,configuration_entropy,-0.0
V14Q_g3,27,disruption,configuration_entropy,-0.0
V14Q_g3,28,disruption,configuration_entropy,-0.0
V14Q_g3,29,disruption,configuration_entropy,-0.0
V14Q_g3,30,disruption,configuration_entropy,-0.0
V14Q_g3,31,recovery,configuration_entropy,-0.0
V14Q_g3,32,recovery,configuration_entropy,-0.0
V14Q_g3,33,recovery,configuration_entropy,-0.0
V14Q_g3,34,recovery,configuration_entropy,-0.0
V14Q_g3,35,recovery,configuration_entropy,-0.0
V14Q_g3,36,recovery,configuration_entropy,-0.0
V14Q_g3,37,recovery,configuration_entropy,-0.0
V14Q_g3,38,recovery,configuration_entropy,-0.0
V14Q_g3,39,recovery,configuration_entropy,0.482577565177012
V14Q_g3,40,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,41,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,42,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,43,recovery,configuration_entropy,0.6393632996691399
V14Q_g3,44,recovery,configuration_entropy,0.4637264398194103
V14Q_g3,45,recovery,configuration_entropy,0.4437922953464478
V14Q_g4,1,baseline,configuration_entropy,1.857659766353584
V14Q_g4,2,baseline,configuration_entropy,1.93252025101436
V14Q_g4,3,baseline,configuration_entropy,2.189823956843776
V14Q_g4,4,baseline,configuration_entropy,2.224405718323267
V14Q_g4,5,baseline,configuration_entropy,2.0208307572041195
V14Q_g4,6,baseline,configuration_entropy,1.651427078283381
V14Q_g4,7,baseline,configuration_entropy,1.2156850975683071
V14Q_g4,8,baseline,configuration_entropy,0.6719437041252312
V14Q_g4,9,baseline,configuration_entropy,0.5623351446188083
V14Q_g4,10,baseline,configuration_entropy,0.5881687773541907
V14Q_g4,11,baseline,configuration_entropy,0.5481810556897022
V14Q_g4,12,baseline,configuration_entropy,0.4227090878059908
V14Q_g4,13,baseline,configuration_entropy,0.4227090878059908
V14Q_g4,14,baseline,configuration_entropy,0.4227090878059908
V14Q_g4,15,baseline,configuration_entropy,0.3767701612564367
V14Q_g4,16,disruption,configuration_entropy,-0.0
V14Q_g4,17,disruption,configuration_entropy,-0.0
V14Q_g4,18,disruption,configuration_entropy,-0.0
V14Q_g4,19,disruption,configuration_entropy,-0.0
V14Q_g4,20,disruption,configuration_entropy,-0.0
V14Q_g4,21,disruption,configuration_entropy,-0.0
V14Q_g4,22,disruption,configuration_entropy,0.4951379447395099
V14Q_g4,23,disruption,configuration_entropy,0.8587328752587908
V14Q_g4,24,disruption,configuration_entropy,0.8587328752587908
V14Q_g4,25,disruption,configuration_entropy,0.8587328752587908
V14Q_g4,26,disruption,configuration_entropy,0.8587328752587908
V14Q_g4,27,disruption,configuration_entropy,0.5354967955198818
V14Q_g4,28,disruption,configuration_entropy,-0.0
V14Q_g4,29,disruption,configuration_entropy,-0.0
V14Q_g4,30,disruption,configuration_entropy,-0.0
V14Q_g4,31,recovery,configuration_entropy,-0.0
V14Q_g4,32,recovery,configuration_entropy,-0.0
V14Q_g4,33,recovery,configuration_entropy,-0.0
V14Q_g4,34,recovery,configuration_entropy,-0.0
V14Q_g4,35,recovery,configuration_entropy,-0.0
V14Q_g4,36,recovery,configuration_entropy,-0.0
V14Q_g4,37,recovery,configuration_entropy,-0.0
V14Q_g4,38,recovery,configuration_entropy,-0.0
V14Q_g4,39,recovery,configuration_entropy,-0.0
V14Q_g4,40,recovery,configuration_entropy,-0.0
V14Q_g4,41,recovery,configuration_entropy,-0.0
V14Q_g4,42,recovery,configuration_entropy,-0.0
V14Q_g4,43,recovery,configuration_entropy,-0.0
V14Q_g4,44,recovery,configuration_entropy,-0.0
V14Q_g4,45,recovery,configuration_entropy,-0.0
V14Q_g4,1,baseline,configuration_entropy,1.857659766353584
V14Q_g4,2,baseline,configuration_entropy,1.93252025101436
V14Q_g4,3,baseline,configuration_entropy,2.189823956843776
V14Q_g4,4,baseline,configuration_entropy,2.224405718323267
V14Q_g4,5,baseline,configuration_entropy,2.0208307572041195
V14Q_g4,6,baseline,configuration_entropy,1.651427078283381
V14Q_g4,7,baseline,configuration_entropy,1.2156850975683071
V14Q_g4,8,baseline,configuration_entropy,0.6719437041252312
V14Q_g4,9,baseline,configuration_entropy,0.5623351446188083
V14Q_g4,10,baseline,configuration_entropy,0.5881687773541907
V14Q_g4,11,baseline,configuration_entropy,0.5481810556897022
V14Q_g4,12,baseline,configuration_entropy,0.4227090878059908
V14Q_g4,13,baseline,configuration_entropy,0.4227090878059908
V14Q_g4,14,baseline,configuration_entropy,0.4227090878059908
V14Q_g4,15,baseline,configuration_entropy,0.3767701612564367
V14Q_g4,16,disruption,configuration_entropy,0.9730082983696776
V14Q_g4,17,disruption,configuration_entropy,0.9730082983696776
V14Q_g4,18,disruption,configuration_entropy,0.9730082983696776
